loc,length,bug type,approach
338,1,Timestamp-Dependency,code snippet injection
150,1,Timestamp-Dependency,code snippet injection
148,1,Timestamp-Dependency,code snippet injection
37,1,Timestamp-Dependency,code snippet injection
8,1,Timestamp-Dependency,code snippet injection
427,3,Timestamp-Dependency,code snippet injection
415,4,Timestamp-Dependency,code snippet injection
402,5,Timestamp-Dependency,code snippet injection
385,9,Timestamp-Dependency,code snippet injection
372,3,Timestamp-Dependency,code snippet injection
323,4,Timestamp-Dependency,code snippet injection
314,5,Timestamp-Dependency,code snippet injection
301,9,Timestamp-Dependency,code snippet injection
237,3,Timestamp-Dependency,code snippet injection
210,4,Timestamp-Dependency,code snippet injection
168,5,Timestamp-Dependency,code snippet injection
159,4,Timestamp-Dependency,code snippet injection
132,9,Timestamp-Dependency,code snippet injection
125,3,Timestamp-Dependency,code snippet injection
117,4,Timestamp-Dependency,code snippet injection
108,5,Timestamp-Dependency,code snippet injection
93,9,Timestamp-Dependency,code snippet injection
84,3,Timestamp-Dependency,code snippet injection
74,4,Timestamp-Dependency,code snippet injection
62,5,Timestamp-Dependency,code snippet injection
47,9,Timestamp-Dependency,code snippet injection
16,3,Timestamp-Dependency,code snippet injection
275,5,Timestamp-Dependency,code snippet injection
31,4,Timestamp-Dependency,code snippet injection
25,5,Timestamp-Dependency,code snippet injection
