loc,length,bug type,approach
98,1,Timestamp-Dependency,code snippet injection
63,1,Timestamp-Dependency,code snippet injection
61,1,Timestamp-Dependency,code snippet injection
113,1,Timestamp-Dependency,code snippet injection
337,1,Timestamp-Dependency,code snippet injection
326,3,Timestamp-Dependency,code snippet injection
314,4,Timestamp-Dependency,code snippet injection
296,5,Timestamp-Dependency,code snippet injection
278,9,Timestamp-Dependency,code snippet injection
257,3,Timestamp-Dependency,code snippet injection
238,4,Timestamp-Dependency,code snippet injection
220,5,Timestamp-Dependency,code snippet injection
203,9,Timestamp-Dependency,code snippet injection
192,3,Timestamp-Dependency,code snippet injection
129,4,Timestamp-Dependency,code snippet injection
118,5,Timestamp-Dependency,code snippet injection
104,4,Timestamp-Dependency,code snippet injection
70,9,Timestamp-Dependency,code snippet injection
57,3,Timestamp-Dependency,code snippet injection
52,4,Timestamp-Dependency,code snippet injection
46,5,Timestamp-Dependency,code snippet injection
36,9,Timestamp-Dependency,code snippet injection
32,3,Timestamp-Dependency,code snippet injection
27,4,Timestamp-Dependency,code snippet injection
172,5,Timestamp-Dependency,code snippet injection
162,9,Timestamp-Dependency,code snippet injection
156,3,Timestamp-Dependency,code snippet injection
150,5,Timestamp-Dependency,code snippet injection
145,4,Timestamp-Dependency,code snippet injection
139,5,Timestamp-Dependency,code snippet injection
87,9,Timestamp-Dependency,code snippet injection
83,3,Timestamp-Dependency,code snippet injection
