loc,length,bug type,approach
211,1,Timestamp-Dependency,code snippet injection
209,1,Timestamp-Dependency,code snippet injection
207,1,Timestamp-Dependency,code snippet injection
81,1,Timestamp-Dependency,code snippet injection
42,1,Timestamp-Dependency,code snippet injection
447,3,Timestamp-Dependency,code snippet injection
433,4,Timestamp-Dependency,code snippet injection
421,5,Timestamp-Dependency,code snippet injection
404,9,Timestamp-Dependency,code snippet injection
397,3,Timestamp-Dependency,code snippet injection
340,4,Timestamp-Dependency,code snippet injection
327,5,Timestamp-Dependency,code snippet injection
303,9,Timestamp-Dependency,code snippet injection
282,3,Timestamp-Dependency,code snippet injection
270,4,Timestamp-Dependency,code snippet injection
256,5,Timestamp-Dependency,code snippet injection
248,4,Timestamp-Dependency,code snippet injection
236,9,Timestamp-Dependency,code snippet injection
231,3,Timestamp-Dependency,code snippet injection
149,4,Timestamp-Dependency,code snippet injection
135,5,Timestamp-Dependency,code snippet injection
94,9,Timestamp-Dependency,code snippet injection
62,3,Timestamp-Dependency,code snippet injection
48,4,Timestamp-Dependency,code snippet injection
379,5,Timestamp-Dependency,code snippet injection
191,9,Timestamp-Dependency,code snippet injection
187,3,Timestamp-Dependency,code snippet injection
181,5,Timestamp-Dependency,code snippet injection
176,4,Timestamp-Dependency,code snippet injection
74,5,Timestamp-Dependency,code snippet injection
31,9,Timestamp-Dependency,code snippet injection
