loc,length,bug type,approach
212,1,Timestamp-Dependency,code snippet injection
210,1,Timestamp-Dependency,code snippet injection
208,1,Timestamp-Dependency,code snippet injection
206,1,Timestamp-Dependency,code snippet injection
52,1,Timestamp-Dependency,code snippet injection
550,3,Timestamp-Dependency,code snippet injection
541,4,Timestamp-Dependency,code snippet injection
531,5,Timestamp-Dependency,code snippet injection
517,9,Timestamp-Dependency,code snippet injection
509,3,Timestamp-Dependency,code snippet injection
499,4,Timestamp-Dependency,code snippet injection
488,5,Timestamp-Dependency,code snippet injection
471,9,Timestamp-Dependency,code snippet injection
464,3,Timestamp-Dependency,code snippet injection
454,4,Timestamp-Dependency,code snippet injection
442,5,Timestamp-Dependency,code snippet injection
431,4,Timestamp-Dependency,code snippet injection
366,9,Timestamp-Dependency,code snippet injection
356,3,Timestamp-Dependency,code snippet injection
346,4,Timestamp-Dependency,code snippet injection
284,5,Timestamp-Dependency,code snippet injection
270,9,Timestamp-Dependency,code snippet injection
261,3,Timestamp-Dependency,code snippet injection
253,4,Timestamp-Dependency,code snippet injection
244,5,Timestamp-Dependency,code snippet injection
231,9,Timestamp-Dependency,code snippet injection
137,3,Timestamp-Dependency,code snippet injection
128,5,Timestamp-Dependency,code snippet injection
120,4,Timestamp-Dependency,code snippet injection
111,5,Timestamp-Dependency,code snippet injection
75,9,Timestamp-Dependency,code snippet injection
59,3,Timestamp-Dependency,code snippet injection
222,4,Timestamp-Dependency,code snippet injection
216,5,Timestamp-Dependency,code snippet injection
196,9,Timestamp-Dependency,code snippet injection
192,3,Timestamp-Dependency,code snippet injection
187,4,Timestamp-Dependency,code snippet injection
181,5,Timestamp-Dependency,code snippet injection
171,9,Timestamp-Dependency,code snippet injection
161,9,Timestamp-Dependency,code snippet injection
157,3,Timestamp-Dependency,code snippet injection
151,4,Timestamp-Dependency,code snippet injection
145,5,Timestamp-Dependency,code snippet injection
95,9,Timestamp-Dependency,code snippet injection
91,3,Timestamp-Dependency,code snippet injection
