loc,length,bug type,approach
11,1,Timestamp-Dependency,code snippet injection
9,1,Timestamp-Dependency,code snippet injection
7,1,Timestamp-Dependency,code snippet injection
218,1,Timestamp-Dependency,code snippet injection
212,1,Timestamp-Dependency,code snippet injection
202,3,Timestamp-Dependency,code snippet injection
192,4,Timestamp-Dependency,code snippet injection
177,5,Timestamp-Dependency,code snippet injection
164,9,Timestamp-Dependency,code snippet injection
154,3,Timestamp-Dependency,code snippet injection
142,4,Timestamp-Dependency,code snippet injection
113,5,Timestamp-Dependency,code snippet injection
83,9,Timestamp-Dependency,code snippet injection
58,3,Timestamp-Dependency,code snippet injection
51,4,Timestamp-Dependency,code snippet injection
45,5,Timestamp-Dependency,code snippet injection
39,4,Timestamp-Dependency,code snippet injection
29,9,Timestamp-Dependency,code snippet injection
25,3,Timestamp-Dependency,code snippet injection
20,4,Timestamp-Dependency,code snippet injection
14,5,Timestamp-Dependency,code snippet injection
