loc,length,bug type,approach
383,1,Timestamp-Dependency,code snippet injection
377,1,Timestamp-Dependency,code snippet injection
952,1,Timestamp-Dependency,code snippet injection
940,1,Timestamp-Dependency,code snippet injection
902,1,Timestamp-Dependency,code snippet injection
892,3,Timestamp-Dependency,code snippet injection
843,4,Timestamp-Dependency,code snippet injection
817,5,Timestamp-Dependency,code snippet injection
787,9,Timestamp-Dependency,code snippet injection
763,3,Timestamp-Dependency,code snippet injection
754,4,Timestamp-Dependency,code snippet injection
731,5,Timestamp-Dependency,code snippet injection
712,9,Timestamp-Dependency,code snippet injection
700,3,Timestamp-Dependency,code snippet injection
687,4,Timestamp-Dependency,code snippet injection
659,5,Timestamp-Dependency,code snippet injection
634,4,Timestamp-Dependency,code snippet injection
566,9,Timestamp-Dependency,code snippet injection
554,3,Timestamp-Dependency,code snippet injection
541,4,Timestamp-Dependency,code snippet injection
527,5,Timestamp-Dependency,code snippet injection
504,9,Timestamp-Dependency,code snippet injection
469,3,Timestamp-Dependency,code snippet injection
437,4,Timestamp-Dependency,code snippet injection
419,5,Timestamp-Dependency,code snippet injection
406,9,Timestamp-Dependency,code snippet injection
393,3,Timestamp-Dependency,code snippet injection
362,5,Timestamp-Dependency,code snippet injection
348,4,Timestamp-Dependency,code snippet injection
324,5,Timestamp-Dependency,code snippet injection
314,9,Timestamp-Dependency,code snippet injection
310,3,Timestamp-Dependency,code snippet injection
305,4,Timestamp-Dependency,code snippet injection
299,5,Timestamp-Dependency,code snippet injection
288,9,Timestamp-Dependency,code snippet injection
284,3,Timestamp-Dependency,code snippet injection
279,4,Timestamp-Dependency,code snippet injection
273,5,Timestamp-Dependency,code snippet injection
263,9,Timestamp-Dependency,code snippet injection
253,9,Timestamp-Dependency,code snippet injection
249,3,Timestamp-Dependency,code snippet injection
244,4,Timestamp-Dependency,code snippet injection
238,5,Timestamp-Dependency,code snippet injection
228,9,Timestamp-Dependency,code snippet injection
223,3,Timestamp-Dependency,code snippet injection
