loc,length,bug type,approach
72,1,Timestamp-Dependency,code snippet injection
70,1,Timestamp-Dependency,code snippet injection
68,1,Timestamp-Dependency,code snippet injection
66,1,Timestamp-Dependency,code snippet injection
64,1,Timestamp-Dependency,code snippet injection
60,3,Timestamp-Dependency,code snippet injection
55,4,Timestamp-Dependency,code snippet injection
275,5,Timestamp-Dependency,code snippet injection
259,9,Timestamp-Dependency,code snippet injection
251,3,Timestamp-Dependency,code snippet injection
242,4,Timestamp-Dependency,code snippet injection
232,5,Timestamp-Dependency,code snippet injection
212,9,Timestamp-Dependency,code snippet injection
175,3,Timestamp-Dependency,code snippet injection
131,4,Timestamp-Dependency,code snippet injection
110,5,Timestamp-Dependency,code snippet injection
93,4,Timestamp-Dependency,code snippet injection
79,9,Timestamp-Dependency,code snippet injection
49,3,Timestamp-Dependency,code snippet injection
35,4,Timestamp-Dependency,code snippet injection
10,5,Timestamp-Dependency,code snippet injection
