loc,length,bug type,approach
240,1,Timestamp-Dependency,code snippet injection
98,1,Timestamp-Dependency,code snippet injection
225,1,Timestamp-Dependency,code snippet injection
137,1,Timestamp-Dependency,code snippet injection
280,1,Timestamp-Dependency,code snippet injection
271,3,Timestamp-Dependency,code snippet injection
247,4,Timestamp-Dependency,code snippet injection
206,5,Timestamp-Dependency,code snippet injection
169,9,Timestamp-Dependency,code snippet injection
157,3,Timestamp-Dependency,code snippet injection
145,4,Timestamp-Dependency,code snippet injection
124,5,Timestamp-Dependency,code snippet injection
108,9,Timestamp-Dependency,code snippet injection
235,3,Timestamp-Dependency,code snippet injection
230,4,Timestamp-Dependency,code snippet injection
194,5,Timestamp-Dependency,code snippet injection
92,4,Timestamp-Dependency,code snippet injection
