loc,length,bug type,approach
163,1,Timestamp-Dependency,code snippet injection
132,1,Timestamp-Dependency,code snippet injection
127,1,Timestamp-Dependency,code snippet injection
437,1,Timestamp-Dependency,code snippet injection
287,1,Timestamp-Dependency,code snippet injection
462,3,Timestamp-Dependency,code snippet injection
451,4,Timestamp-Dependency,code snippet injection
442,5,Timestamp-Dependency,code snippet injection
419,9,Timestamp-Dependency,code snippet injection
411,3,Timestamp-Dependency,code snippet injection
404,4,Timestamp-Dependency,code snippet injection
395,5,Timestamp-Dependency,code snippet injection
382,9,Timestamp-Dependency,code snippet injection
374,3,Timestamp-Dependency,code snippet injection
366,4,Timestamp-Dependency,code snippet injection
357,5,Timestamp-Dependency,code snippet injection
348,4,Timestamp-Dependency,code snippet injection
333,9,Timestamp-Dependency,code snippet injection
279,3,Timestamp-Dependency,code snippet injection
256,4,Timestamp-Dependency,code snippet injection
247,5,Timestamp-Dependency,code snippet injection
211,9,Timestamp-Dependency,code snippet injection
163,3,Timestamp-Dependency,code snippet injection
158,4,Timestamp-Dependency,code snippet injection
152,5,Timestamp-Dependency,code snippet injection
139,9,Timestamp-Dependency,code snippet injection
127,3,Timestamp-Dependency,code snippet injection
121,5,Timestamp-Dependency,code snippet injection
116,4,Timestamp-Dependency,code snippet injection
110,5,Timestamp-Dependency,code snippet injection
100,9,Timestamp-Dependency,code snippet injection
96,3,Timestamp-Dependency,code snippet injection
322,4,Timestamp-Dependency,code snippet injection
315,5,Timestamp-Dependency,code snippet injection
301,9,Timestamp-Dependency,code snippet injection
297,3,Timestamp-Dependency,code snippet injection
292,4,Timestamp-Dependency,code snippet injection
267,5,Timestamp-Dependency,code snippet injection
175,9,Timestamp-Dependency,code snippet injection
