loc,length,bug type,approach
114,1,Timestamp-Dependency,code snippet injection
107,1,Timestamp-Dependency,code snippet injection
240,1,Timestamp-Dependency,code snippet injection
236,1,Timestamp-Dependency,code snippet injection
228,1,Timestamp-Dependency,code snippet injection
216,3,Timestamp-Dependency,code snippet injection
207,4,Timestamp-Dependency,code snippet injection
197,5,Timestamp-Dependency,code snippet injection
182,9,Timestamp-Dependency,code snippet injection
174,3,Timestamp-Dependency,code snippet injection
166,4,Timestamp-Dependency,code snippet injection
156,5,Timestamp-Dependency,code snippet injection
143,9,Timestamp-Dependency,code snippet injection
136,3,Timestamp-Dependency,code snippet injection
129,4,Timestamp-Dependency,code snippet injection
120,5,Timestamp-Dependency,code snippet injection
107,4,Timestamp-Dependency,code snippet injection
90,9,Timestamp-Dependency,code snippet injection
86,3,Timestamp-Dependency,code snippet injection
81,4,Timestamp-Dependency,code snippet injection
75,5,Timestamp-Dependency,code snippet injection
65,9,Timestamp-Dependency,code snippet injection
61,3,Timestamp-Dependency,code snippet injection
