loc,length,bug type,approach
142,1,Timestamp-Dependency,code snippet injection
140,1,Timestamp-Dependency,code snippet injection
22,1,Timestamp-Dependency,code snippet injection
37,1,Timestamp-Dependency,code snippet injection
242,1,Timestamp-Dependency,code snippet injection
233,3,Timestamp-Dependency,code snippet injection
225,4,Timestamp-Dependency,code snippet injection
215,5,Timestamp-Dependency,code snippet injection
202,9,Timestamp-Dependency,code snippet injection
195,3,Timestamp-Dependency,code snippet injection
180,4,Timestamp-Dependency,code snippet injection
167,5,Timestamp-Dependency,code snippet injection
93,9,Timestamp-Dependency,code snippet injection
89,3,Timestamp-Dependency,code snippet injection
84,4,Timestamp-Dependency,code snippet injection
42,5,Timestamp-Dependency,code snippet injection
28,4,Timestamp-Dependency,code snippet injection
150,9,Timestamp-Dependency,code snippet injection
136,3,Timestamp-Dependency,code snippet injection
131,4,Timestamp-Dependency,code snippet injection
124,5,Timestamp-Dependency,code snippet injection
114,9,Timestamp-Dependency,code snippet injection
110,3,Timestamp-Dependency,code snippet injection
105,4,Timestamp-Dependency,code snippet injection
15,5,Timestamp-Dependency,code snippet injection
5,9,Timestamp-Dependency,code snippet injection
