loc,length,bug type,approach
272,1,Timestamp-Dependency,code snippet injection
128,1,Timestamp-Dependency,code snippet injection
97,1,Timestamp-Dependency,code snippet injection
91,1,Timestamp-Dependency,code snippet injection
142,1,Timestamp-Dependency,code snippet injection
619,3,Timestamp-Dependency,code snippet injection
607,4,Timestamp-Dependency,code snippet injection
594,5,Timestamp-Dependency,code snippet injection
572,9,Timestamp-Dependency,code snippet injection
560,3,Timestamp-Dependency,code snippet injection
534,4,Timestamp-Dependency,code snippet injection
514,5,Timestamp-Dependency,code snippet injection
482,9,Timestamp-Dependency,code snippet injection
471,3,Timestamp-Dependency,code snippet injection
459,4,Timestamp-Dependency,code snippet injection
447,5,Timestamp-Dependency,code snippet injection
437,4,Timestamp-Dependency,code snippet injection
420,9,Timestamp-Dependency,code snippet injection
413,3,Timestamp-Dependency,code snippet injection
404,4,Timestamp-Dependency,code snippet injection
394,5,Timestamp-Dependency,code snippet injection
353,9,Timestamp-Dependency,code snippet injection
329,3,Timestamp-Dependency,code snippet injection
300,4,Timestamp-Dependency,code snippet injection
163,5,Timestamp-Dependency,code snippet injection
147,9,Timestamp-Dependency,code snippet injection
134,3,Timestamp-Dependency,code snippet injection
111,5,Timestamp-Dependency,code snippet injection
91,4,Timestamp-Dependency,code snippet injection
85,5,Timestamp-Dependency,code snippet injection
75,9,Timestamp-Dependency,code snippet injection
71,3,Timestamp-Dependency,code snippet injection
66,4,Timestamp-Dependency,code snippet injection
60,5,Timestamp-Dependency,code snippet injection
261,9,Timestamp-Dependency,code snippet injection
257,3,Timestamp-Dependency,code snippet injection
252,4,Timestamp-Dependency,code snippet injection
246,5,Timestamp-Dependency,code snippet injection
236,9,Timestamp-Dependency,code snippet injection
226,9,Timestamp-Dependency,code snippet injection
222,3,Timestamp-Dependency,code snippet injection
217,4,Timestamp-Dependency,code snippet injection
211,5,Timestamp-Dependency,code snippet injection
201,9,Timestamp-Dependency,code snippet injection
197,3,Timestamp-Dependency,code snippet injection
