loc,length,bug type,approach
80,1,Timestamp-Dependency,code snippet injection
344,1,Timestamp-Dependency,code snippet injection
338,1,Timestamp-Dependency,code snippet injection
332,1,Timestamp-Dependency,code snippet injection
326,1,Timestamp-Dependency,code snippet injection
318,3,Timestamp-Dependency,code snippet injection
309,4,Timestamp-Dependency,code snippet injection
299,5,Timestamp-Dependency,code snippet injection
285,9,Timestamp-Dependency,code snippet injection
277,3,Timestamp-Dependency,code snippet injection
268,4,Timestamp-Dependency,code snippet injection
258,5,Timestamp-Dependency,code snippet injection
244,9,Timestamp-Dependency,code snippet injection
236,3,Timestamp-Dependency,code snippet injection
227,4,Timestamp-Dependency,code snippet injection
217,5,Timestamp-Dependency,code snippet injection
208,4,Timestamp-Dependency,code snippet injection
194,9,Timestamp-Dependency,code snippet injection
186,3,Timestamp-Dependency,code snippet injection
177,4,Timestamp-Dependency,code snippet injection
167,5,Timestamp-Dependency,code snippet injection
148,9,Timestamp-Dependency,code snippet injection
137,3,Timestamp-Dependency,code snippet injection
121,4,Timestamp-Dependency,code snippet injection
111,5,Timestamp-Dependency,code snippet injection
97,9,Timestamp-Dependency,code snippet injection
89,3,Timestamp-Dependency,code snippet injection
67,5,Timestamp-Dependency,code snippet injection
55,4,Timestamp-Dependency,code snippet injection
