loc,length,bug type,approach
110,1,Timestamp-Dependency,code snippet injection
193,1,Timestamp-Dependency,code snippet injection
184,1,Timestamp-Dependency,code snippet injection
173,1,Timestamp-Dependency,code snippet injection
148,1,Timestamp-Dependency,code snippet injection
141,3,Timestamp-Dependency,code snippet injection
133,4,Timestamp-Dependency,code snippet injection
99,5,Timestamp-Dependency,code snippet injection
89,9,Timestamp-Dependency,code snippet injection
85,3,Timestamp-Dependency,code snippet injection
80,4,Timestamp-Dependency,code snippet injection
73,5,Timestamp-Dependency,code snippet injection
63,9,Timestamp-Dependency,code snippet injection
58,3,Timestamp-Dependency,code snippet injection
53,4,Timestamp-Dependency,code snippet injection
47,5,Timestamp-Dependency,code snippet injection
41,4,Timestamp-Dependency,code snippet injection
31,9,Timestamp-Dependency,code snippet injection
27,3,Timestamp-Dependency,code snippet injection
