loc,length,bug type,approach
181,1,Timestamp-Dependency,code snippet injection
179,1,Timestamp-Dependency,code snippet injection
231,1,Timestamp-Dependency,code snippet injection
223,1,Timestamp-Dependency,code snippet injection
174,1,Timestamp-Dependency,code snippet injection
162,3,Timestamp-Dependency,code snippet injection
147,4,Timestamp-Dependency,code snippet injection
128,5,Timestamp-Dependency,code snippet injection
107,9,Timestamp-Dependency,code snippet injection
72,3,Timestamp-Dependency,code snippet injection
67,4,Timestamp-Dependency,code snippet injection
61,5,Timestamp-Dependency,code snippet injection
51,9,Timestamp-Dependency,code snippet injection
47,3,Timestamp-Dependency,code snippet injection
211,4,Timestamp-Dependency,code snippet injection
205,5,Timestamp-Dependency,code snippet injection
200,4,Timestamp-Dependency,code snippet injection
190,9,Timestamp-Dependency,code snippet injection
95,3,Timestamp-Dependency,code snippet injection
90,4,Timestamp-Dependency,code snippet injection
84,5,Timestamp-Dependency,code snippet injection
