loc,length,bug type,approach
149,1,Timestamp-Dependency,code snippet injection
106,1,Timestamp-Dependency,code snippet injection
104,1,Timestamp-Dependency,code snippet injection
164,1,Timestamp-Dependency,code snippet injection
387,1,Timestamp-Dependency,code snippet injection
376,3,Timestamp-Dependency,code snippet injection
364,4,Timestamp-Dependency,code snippet injection
346,5,Timestamp-Dependency,code snippet injection
328,9,Timestamp-Dependency,code snippet injection
307,3,Timestamp-Dependency,code snippet injection
288,4,Timestamp-Dependency,code snippet injection
270,5,Timestamp-Dependency,code snippet injection
253,9,Timestamp-Dependency,code snippet injection
242,3,Timestamp-Dependency,code snippet injection
180,4,Timestamp-Dependency,code snippet injection
169,5,Timestamp-Dependency,code snippet injection
155,4,Timestamp-Dependency,code snippet injection
118,9,Timestamp-Dependency,code snippet injection
100,3,Timestamp-Dependency,code snippet injection
95,4,Timestamp-Dependency,code snippet injection
89,5,Timestamp-Dependency,code snippet injection
79,9,Timestamp-Dependency,code snippet injection
75,3,Timestamp-Dependency,code snippet injection
70,4,Timestamp-Dependency,code snippet injection
56,5,Timestamp-Dependency,code snippet injection
43,9,Timestamp-Dependency,code snippet injection
36,3,Timestamp-Dependency,code snippet injection
27,5,Timestamp-Dependency,code snippet injection
224,4,Timestamp-Dependency,code snippet injection
218,5,Timestamp-Dependency,code snippet injection
207,9,Timestamp-Dependency,code snippet injection
203,3,Timestamp-Dependency,code snippet injection
198,4,Timestamp-Dependency,code snippet injection
192,5,Timestamp-Dependency,code snippet injection
138,9,Timestamp-Dependency,code snippet injection
134,3,Timestamp-Dependency,code snippet injection
