loc,length,bug type,approach
116,1,Timestamp-Dependency,code snippet injection
84,1,Timestamp-Dependency,code snippet injection
82,1,Timestamp-Dependency,code snippet injection
136,1,Timestamp-Dependency,code snippet injection
380,1,Timestamp-Dependency,code snippet injection
369,3,Timestamp-Dependency,code snippet injection
352,4,Timestamp-Dependency,code snippet injection
338,5,Timestamp-Dependency,code snippet injection
311,9,Timestamp-Dependency,code snippet injection
293,3,Timestamp-Dependency,code snippet injection
278,4,Timestamp-Dependency,code snippet injection
266,5,Timestamp-Dependency,code snippet injection
244,9,Timestamp-Dependency,code snippet injection
233,3,Timestamp-Dependency,code snippet injection
221,4,Timestamp-Dependency,code snippet injection
151,5,Timestamp-Dependency,code snippet injection
141,4,Timestamp-Dependency,code snippet injection
122,9,Timestamp-Dependency,code snippet injection
96,3,Timestamp-Dependency,code snippet injection
77,4,Timestamp-Dependency,code snippet injection
71,5,Timestamp-Dependency,code snippet injection
61,9,Timestamp-Dependency,code snippet injection
57,3,Timestamp-Dependency,code snippet injection
52,4,Timestamp-Dependency,code snippet injection
46,5,Timestamp-Dependency,code snippet injection
198,9,Timestamp-Dependency,code snippet injection
194,3,Timestamp-Dependency,code snippet injection
187,5,Timestamp-Dependency,code snippet injection
182,4,Timestamp-Dependency,code snippet injection
176,5,Timestamp-Dependency,code snippet injection
166,9,Timestamp-Dependency,code snippet injection
111,3,Timestamp-Dependency,code snippet injection
106,4,Timestamp-Dependency,code snippet injection
