loc,length,bug type,approach
67,1,Timestamp-Dependency,code snippet injection
176,1,Timestamp-Dependency,code snippet injection
474,1,Timestamp-Dependency,code snippet injection
469,1,Timestamp-Dependency,code snippet injection
463,1,Timestamp-Dependency,code snippet injection
447,3,Timestamp-Dependency,code snippet injection
296,4,Timestamp-Dependency,code snippet injection
279,5,Timestamp-Dependency,code snippet injection
252,9,Timestamp-Dependency,code snippet injection
227,3,Timestamp-Dependency,code snippet injection
212,4,Timestamp-Dependency,code snippet injection
200,5,Timestamp-Dependency,code snippet injection
183,9,Timestamp-Dependency,code snippet injection
127,3,Timestamp-Dependency,code snippet injection
27,4,Timestamp-Dependency,code snippet injection
21,5,Timestamp-Dependency,code snippet injection
16,4,Timestamp-Dependency,code snippet injection
6,9,Timestamp-Dependency,code snippet injection
167,3,Timestamp-Dependency,code snippet injection
161,4,Timestamp-Dependency,code snippet injection
154,5,Timestamp-Dependency,code snippet injection
143,9,Timestamp-Dependency,code snippet injection
138,3,Timestamp-Dependency,code snippet injection
132,4,Timestamp-Dependency,code snippet injection
93,5,Timestamp-Dependency,code snippet injection
82,9,Timestamp-Dependency,code snippet injection
77,3,Timestamp-Dependency,code snippet injection
70,5,Timestamp-Dependency,code snippet injection
