loc,length,bug type,approach
78,1,Timestamp-Dependency,code snippet injection
76,1,Timestamp-Dependency,code snippet injection
176,1,Timestamp-Dependency,code snippet injection
171,1,Timestamp-Dependency,code snippet injection
164,1,Timestamp-Dependency,code snippet injection
157,3,Timestamp-Dependency,code snippet injection
141,4,Timestamp-Dependency,code snippet injection
128,5,Timestamp-Dependency,code snippet injection
65,9,Timestamp-Dependency,code snippet injection
57,3,Timestamp-Dependency,code snippet injection
47,4,Timestamp-Dependency,code snippet injection
35,5,Timestamp-Dependency,code snippet injection
20,9,Timestamp-Dependency,code snippet injection
116,3,Timestamp-Dependency,code snippet injection
111,4,Timestamp-Dependency,code snippet injection
105,5,Timestamp-Dependency,code snippet injection
94,4,Timestamp-Dependency,code snippet injection
84,9,Timestamp-Dependency,code snippet injection
