loc,length,bug type,approach
122,13,Re-entrancy,code snippet injection
99,20,Re-entrancy,code snippet injection
83,13,Re-entrancy,code snippet injection
392,12,Re-entrancy,code snippet injection
360,14,Re-entrancy,code snippet injection
329,16,Re-entrancy,code snippet injection
296,14,Re-entrancy,code snippet injection
265,16,Re-entrancy,code snippet injection
241,8,Re-entrancy,code snippet injection
201,27,Re-entrancy,code snippet injection
152,28,Re-entrancy,code snippet injection
68,12,Re-entrancy,code snippet injection
47,20,Re-entrancy,code snippet injection
36,8,Re-entrancy,code snippet injection
28,6,Re-entrancy,code snippet injection
19,8,Re-entrancy,code snippet injection
11,7,Re-entrancy,code snippet injection
