loc,length,bug type,approach
455,13,Re-entrancy,code snippet injection
416,20,Re-entrancy,code snippet injection
396,13,Re-entrancy,code snippet injection
377,12,Re-entrancy,code snippet injection
356,14,Re-entrancy,code snippet injection
320,16,Re-entrancy,code snippet injection
298,14,Re-entrancy,code snippet injection
274,16,Re-entrancy,code snippet injection
257,8,Re-entrancy,code snippet injection
223,27,Re-entrancy,code snippet injection
191,28,Re-entrancy,code snippet injection
175,12,Re-entrancy,code snippet injection
150,20,Re-entrancy,code snippet injection
136,8,Re-entrancy,code snippet injection
125,6,Re-entrancy,code snippet injection
113,8,Re-entrancy,code snippet injection
437,7,Re-entrancy,code snippet injection
339,8,Re-entrancy,code snippet injection
97,10,Re-entrancy,code snippet injection
88,8,Re-entrancy,code snippet injection
76,8,Re-entrancy,code snippet injection
70,5,Re-entrancy,code snippet injection
