loc,length,bug type,approach
228,13,Re-entrancy,code snippet injection
207,20,Re-entrancy,code snippet injection
24,13,Re-entrancy,code snippet injection
429,12,Re-entrancy,code snippet injection
409,14,Re-entrancy,code snippet injection
389,16,Re-entrancy,code snippet injection
370,14,Re-entrancy,code snippet injection
350,16,Re-entrancy,code snippet injection
338,8,Re-entrancy,code snippet injection
300,27,Re-entrancy,code snippet injection
263,28,Re-entrancy,code snippet injection
132,12,Re-entrancy,code snippet injection
111,20,Re-entrancy,code snippet injection
102,8,Re-entrancy,code snippet injection
59,6,Re-entrancy,code snippet injection
42,8,Re-entrancy,code snippet injection
248,7,Re-entrancy,code snippet injection
198,8,Re-entrancy,code snippet injection
187,10,Re-entrancy,code snippet injection
177,8,Re-entrancy,code snippet injection
168,8,Re-entrancy,code snippet injection
162,5,Re-entrancy,code snippet injection
147,14,Re-entrancy,code snippet injection
14,8,Re-entrancy,code snippet injection
6,7,Re-entrancy,code snippet injection
