loc,length,bug type,approach
331,13,Re-entrancy,code snippet injection
310,20,Re-entrancy,code snippet injection
411,13,Re-entrancy,code snippet injection
392,12,Re-entrancy,code snippet injection
292,14,Re-entrancy,code snippet injection
267,16,Re-entrancy,code snippet injection
242,14,Re-entrancy,code snippet injection
212,16,Re-entrancy,code snippet injection
192,8,Re-entrancy,code snippet injection
119,27,Re-entrancy,code snippet injection
90,28,Re-entrancy,code snippet injection
77,12,Re-entrancy,code snippet injection
56,20,Re-entrancy,code snippet injection
47,8,Re-entrancy,code snippet injection
376,6,Re-entrancy,code snippet injection
367,8,Re-entrancy,code snippet injection
359,7,Re-entrancy,code snippet injection
350,8,Re-entrancy,code snippet injection
173,10,Re-entrancy,code snippet injection
164,8,Re-entrancy,code snippet injection
155,8,Re-entrancy,code snippet injection
