loc,length,bug type,approach
375,13,Re-entrancy,code snippet injection
354,20,Re-entrancy,code snippet injection
340,13,Re-entrancy,code snippet injection
79,12,Re-entrancy,code snippet injection
64,14,Re-entrancy,code snippet injection
47,16,Re-entrancy,code snippet injection
32,14,Re-entrancy,code snippet injection
506,16,Re-entrancy,code snippet injection
488,8,Re-entrancy,code snippet injection
447,27,Re-entrancy,code snippet injection
409,28,Re-entrancy,code snippet injection
392,12,Re-entrancy,code snippet injection
293,20,Re-entrancy,code snippet injection
279,8,Re-entrancy,code snippet injection
267,6,Re-entrancy,code snippet injection
252,8,Re-entrancy,code snippet injection
238,7,Re-entrancy,code snippet injection
225,8,Re-entrancy,code snippet injection
210,10,Re-entrancy,code snippet injection
197,8,Re-entrancy,code snippet injection
184,8,Re-entrancy,code snippet injection
174,5,Re-entrancy,code snippet injection
155,14,Re-entrancy,code snippet injection
124,8,Re-entrancy,code snippet injection
112,7,Re-entrancy,code snippet injection
99,8,Re-entrancy,code snippet injection
326,10,Re-entrancy,code snippet injection
317,8,Re-entrancy,code snippet injection
22,8,Re-entrancy,code snippet injection
16,5,Re-entrancy,code snippet injection
7,8,Re-entrancy,code snippet injection
