loc,length,bug type,approach
504,13,Re-entrancy,code snippet injection
321,20,Re-entrancy,code snippet injection
59,13,Re-entrancy,code snippet injection
8,12,Re-entrancy,code snippet injection
616,14,Re-entrancy,code snippet injection
592,16,Re-entrancy,code snippet injection
570,14,Re-entrancy,code snippet injection
544,16,Re-entrancy,code snippet injection
486,8,Re-entrancy,code snippet injection
455,27,Re-entrancy,code snippet injection
423,28,Re-entrancy,code snippet injection
375,12,Re-entrancy,code snippet injection
349,20,Re-entrancy,code snippet injection
266,8,Re-entrancy,code snippet injection
237,6,Re-entrancy,code snippet injection
192,8,Re-entrancy,code snippet injection
181,7,Re-entrancy,code snippet injection
169,8,Re-entrancy,code snippet injection
155,10,Re-entrancy,code snippet injection
141,8,Re-entrancy,code snippet injection
127,8,Re-entrancy,code snippet injection
116,5,Re-entrancy,code snippet injection
95,14,Re-entrancy,code snippet injection
81,8,Re-entrancy,code snippet injection
27,7,Re-entrancy,code snippet injection
394,8,Re-entrancy,code snippet injection
309,10,Re-entrancy,code snippet injection
49,8,Re-entrancy,code snippet injection
40,8,Re-entrancy,code snippet injection
