loc,length,bug type,approach
528,13,Re-entrancy,code snippet injection
502,20,Re-entrancy,code snippet injection
481,13,Re-entrancy,code snippet injection
465,12,Re-entrancy,code snippet injection
445,14,Re-entrancy,code snippet injection
422,16,Re-entrancy,code snippet injection
401,14,Re-entrancy,code snippet injection
364,16,Re-entrancy,code snippet injection
349,8,Re-entrancy,code snippet injection
316,27,Re-entrancy,code snippet injection
271,28,Re-entrancy,code snippet injection
253,12,Re-entrancy,code snippet injection
229,20,Re-entrancy,code snippet injection
217,8,Re-entrancy,code snippet injection
207,6,Re-entrancy,code snippet injection
124,8,Re-entrancy,code snippet injection
113,7,Re-entrancy,code snippet injection
101,8,Re-entrancy,code snippet injection
87,10,Re-entrancy,code snippet injection
194,8,Re-entrancy,code snippet injection
185,8,Re-entrancy,code snippet injection
179,5,Re-entrancy,code snippet injection
164,14,Re-entrancy,code snippet injection
155,8,Re-entrancy,code snippet injection
146,7,Re-entrancy,code snippet injection
137,8,Re-entrancy,code snippet injection
70,10,Re-entrancy,code snippet injection
61,8,Re-entrancy,code snippet injection
52,8,Re-entrancy,code snippet injection
