loc,length,bug type,approach
419,13,Re-entrancy,code snippet injection
170,20,Re-entrancy,code snippet injection
122,13,Re-entrancy,code snippet injection
101,12,Re-entrancy,code snippet injection
909,14,Re-entrancy,code snippet injection
885,16,Re-entrancy,code snippet injection
863,14,Re-entrancy,code snippet injection
834,16,Re-entrancy,code snippet injection
817,8,Re-entrancy,code snippet injection
768,27,Re-entrancy,code snippet injection
725,28,Re-entrancy,code snippet injection
690,12,Re-entrancy,code snippet injection
662,20,Re-entrancy,code snippet injection
646,8,Re-entrancy,code snippet injection
633,6,Re-entrancy,code snippet injection
619,8,Re-entrancy,code snippet injection
604,7,Re-entrancy,code snippet injection
592,8,Re-entrancy,code snippet injection
577,10,Re-entrancy,code snippet injection
564,8,Re-entrancy,code snippet injection
524,8,Re-entrancy,code snippet injection
498,5,Re-entrancy,code snippet injection
459,14,Re-entrancy,code snippet injection
226,8,Re-entrancy,code snippet injection
212,7,Re-entrancy,code snippet injection
195,8,Re-entrancy,code snippet injection
148,10,Re-entrancy,code snippet injection
101,8,Re-entrancy,code snippet injection
92,8,Re-entrancy,code snippet injection
86,5,Re-entrancy,code snippet injection
77,8,Re-entrancy,code snippet injection
69,7,Re-entrancy,code snippet injection
60,8,Re-entrancy,code snippet injection
401,16,Re-entrancy,code snippet injection
390,10,Re-entrancy,code snippet injection
380,8,Re-entrancy,code snippet injection
371,8,Re-entrancy,code snippet injection
356,14,Re-entrancy,code snippet injection
339,16,Re-entrancy,code snippet injection
321,17,Re-entrancy,code snippet injection
293,27,Re-entrancy,code snippet injection
264,28,Re-entrancy,code snippet injection
