loc,length,bug type,approach
757,13,Re-entrancy,code snippet injection
731,20,Re-entrancy,code snippet injection
702,13,Re-entrancy,code snippet injection
682,12,Re-entrancy,code snippet injection
661,14,Re-entrancy,code snippet injection
599,16,Re-entrancy,code snippet injection
574,14,Re-entrancy,code snippet injection
537,16,Re-entrancy,code snippet injection
510,8,Re-entrancy,code snippet injection
466,27,Re-entrancy,code snippet injection
415,28,Re-entrancy,code snippet injection
384,12,Re-entrancy,code snippet injection
347,20,Re-entrancy,code snippet injection
321,8,Re-entrancy,code snippet injection
303,6,Re-entrancy,code snippet injection
288,8,Re-entrancy,code snippet injection
268,7,Re-entrancy,code snippet injection
253,8,Re-entrancy,code snippet injection
637,10,Re-entrancy,code snippet injection
628,8,Re-entrancy,code snippet injection
619,8,Re-entrancy,code snippet injection
240,5,Re-entrancy,code snippet injection
224,14,Re-entrancy,code snippet injection
214,8,Re-entrancy,code snippet injection
