loc,length,bug type,approach
414,13,Re-entrancy,code snippet injection
167,20,Re-entrancy,code snippet injection
151,13,Re-entrancy,code snippet injection
136,12,Re-entrancy,code snippet injection
16,14,Re-entrancy,code snippet injection
593,16,Re-entrancy,code snippet injection
570,14,Re-entrancy,code snippet injection
548,16,Re-entrancy,code snippet injection
532,8,Re-entrancy,code snippet injection
497,27,Re-entrancy,code snippet injection
459,28,Re-entrancy,code snippet injection
435,12,Re-entrancy,code snippet injection
353,20,Re-entrancy,code snippet injection
327,8,Re-entrancy,code snippet injection
302,6,Re-entrancy,code snippet injection
279,8,Re-entrancy,code snippet injection
256,7,Re-entrancy,code snippet injection
235,8,Re-entrancy,code snippet injection
204,10,Re-entrancy,code snippet injection
66,8,Re-entrancy,code snippet injection
40,8,Re-entrancy,code snippet injection
406,5,Re-entrancy,code snippet injection
390,14,Re-entrancy,code snippet injection
381,8,Re-entrancy,code snippet injection
126,7,Re-entrancy,code snippet injection
117,8,Re-entrancy,code snippet injection
104,10,Re-entrancy,code snippet injection
94,8,Re-entrancy,code snippet injection
85,8,Re-entrancy,code snippet injection
79,5,Re-entrancy,code snippet injection
6,8,Re-entrancy,code snippet injection
