loc,length,bug type,approach
42,13,Re-entrancy,code snippet injection
21,20,Re-entrancy,code snippet injection
7,13,Re-entrancy,code snippet injection
399,12,Re-entrancy,code snippet injection
380,14,Re-entrancy,code snippet injection
357,16,Re-entrancy,code snippet injection
337,14,Re-entrancy,code snippet injection
311,16,Re-entrancy,code snippet injection
299,8,Re-entrancy,code snippet injection
265,27,Re-entrancy,code snippet injection
229,28,Re-entrancy,code snippet injection
193,12,Re-entrancy,code snippet injection
152,20,Re-entrancy,code snippet injection
122,8,Re-entrancy,code snippet injection
113,6,Re-entrancy,code snippet injection
104,8,Re-entrancy,code snippet injection
95,7,Re-entrancy,code snippet injection
86,8,Re-entrancy,code snippet injection
75,10,Re-entrancy,code snippet injection
66,8,Re-entrancy,code snippet injection
57,8,Re-entrancy,code snippet injection
