loc,length,bug type,approach
227,13,Re-entrancy,code snippet injection
206,20,Re-entrancy,code snippet injection
23,13,Re-entrancy,code snippet injection
427,12,Re-entrancy,code snippet injection
407,14,Re-entrancy,code snippet injection
387,16,Re-entrancy,code snippet injection
368,14,Re-entrancy,code snippet injection
348,16,Re-entrancy,code snippet injection
336,8,Re-entrancy,code snippet injection
298,27,Re-entrancy,code snippet injection
262,28,Re-entrancy,code snippet injection
131,12,Re-entrancy,code snippet injection
110,20,Re-entrancy,code snippet injection
101,8,Re-entrancy,code snippet injection
58,6,Re-entrancy,code snippet injection
41,8,Re-entrancy,code snippet injection
247,7,Re-entrancy,code snippet injection
197,8,Re-entrancy,code snippet injection
186,10,Re-entrancy,code snippet injection
176,8,Re-entrancy,code snippet injection
167,8,Re-entrancy,code snippet injection
161,5,Re-entrancy,code snippet injection
146,14,Re-entrancy,code snippet injection
13,8,Re-entrancy,code snippet injection
5,7,Re-entrancy,code snippet injection
