loc,length,bug type,approach
354,13,Re-entrancy,code snippet injection
333,20,Re-entrancy,code snippet injection
319,13,Re-entrancy,code snippet injection
562,12,Re-entrancy,code snippet injection
541,14,Re-entrancy,code snippet injection
519,16,Re-entrancy,code snippet injection
499,14,Re-entrancy,code snippet injection
473,16,Re-entrancy,code snippet injection
450,8,Re-entrancy,code snippet injection
392,27,Re-entrancy,code snippet injection
52,28,Re-entrancy,code snippet injection
39,12,Re-entrancy,code snippet injection
15,20,Re-entrancy,code snippet injection
260,8,Re-entrancy,code snippet injection
250,6,Re-entrancy,code snippet injection
238,8,Re-entrancy,code snippet injection
227,7,Re-entrancy,code snippet injection
215,8,Re-entrancy,code snippet injection
201,10,Re-entrancy,code snippet injection
