loc,length,bug type,approach
1055,13,Re-entrancy,code snippet injection
1032,20,Re-entrancy,code snippet injection
924,13,Re-entrancy,code snippet injection
911,12,Re-entrancy,code snippet injection
805,14,Re-entrancy,code snippet injection
788,16,Re-entrancy,code snippet injection
1211,14,Re-entrancy,code snippet injection
1190,16,Re-entrancy,code snippet injection
1170,8,Re-entrancy,code snippet injection
1137,27,Re-entrancy,code snippet injection
1091,28,Re-entrancy,code snippet injection
1074,12,Re-entrancy,code snippet injection
1006,20,Re-entrancy,code snippet injection
993,8,Re-entrancy,code snippet injection
982,6,Re-entrancy,code snippet injection
970,8,Re-entrancy,code snippet injection
959,7,Re-entrancy,code snippet injection
942,8,Re-entrancy,code snippet injection
894,10,Re-entrancy,code snippet injection
881,8,Re-entrancy,code snippet injection
868,8,Re-entrancy,code snippet injection
859,5,Re-entrancy,code snippet injection
841,14,Re-entrancy,code snippet injection
824,8,Re-entrancy,code snippet injection
752,7,Re-entrancy,code snippet injection
724,8,Re-entrancy,code snippet injection
697,10,Re-entrancy,code snippet injection
679,8,Re-entrancy,code snippet injection
654,8,Re-entrancy,code snippet injection
627,5,Re-entrancy,code snippet injection
597,8,Re-entrancy,code snippet injection
568,7,Re-entrancy,code snippet injection
543,8,Re-entrancy,code snippet injection
520,16,Re-entrancy,code snippet injection
505,10,Re-entrancy,code snippet injection
491,8,Re-entrancy,code snippet injection
469,8,Re-entrancy,code snippet injection
450,14,Re-entrancy,code snippet injection
421,16,Re-entrancy,code snippet injection
391,17,Re-entrancy,code snippet injection
354,27,Re-entrancy,code snippet injection
321,28,Re-entrancy,code snippet injection
