loc,length,bug type,approach
162,13,Re-entrancy,code snippet injection
141,20,Re-entrancy,code snippet injection
342,13,Re-entrancy,code snippet injection
326,12,Re-entrancy,code snippet injection
306,14,Re-entrancy,code snippet injection
286,16,Re-entrancy,code snippet injection
260,14,Re-entrancy,code snippet injection
236,16,Re-entrancy,code snippet injection
131,8,Re-entrancy,code snippet injection
99,27,Re-entrancy,code snippet injection
65,28,Re-entrancy,code snippet injection
46,12,Re-entrancy,code snippet injection
20,20,Re-entrancy,code snippet injection
219,8,Re-entrancy,code snippet injection
212,6,Re-entrancy,code snippet injection
203,8,Re-entrancy,code snippet injection
189,7,Re-entrancy,code snippet injection
180,8,Re-entrancy,code snippet injection
