loc,length,bug type,approach
74,13,Re-entrancy,code snippet injection
661,20,Re-entrancy,code snippet injection
644,13,Re-entrancy,code snippet injection
627,12,Re-entrancy,code snippet injection
600,14,Re-entrancy,code snippet injection
437,16,Re-entrancy,code snippet injection
411,14,Re-entrancy,code snippet injection
377,16,Re-entrancy,code snippet injection
347,8,Re-entrancy,code snippet injection
309,27,Re-entrancy,code snippet injection
274,28,Re-entrancy,code snippet injection
254,12,Re-entrancy,code snippet injection
157,20,Re-entrancy,code snippet injection
30,8,Re-entrancy,code snippet injection
23,6,Re-entrancy,code snippet injection
14,8,Re-entrancy,code snippet injection
6,7,Re-entrancy,code snippet injection
234,8,Re-entrancy,code snippet injection
222,10,Re-entrancy,code snippet injection
212,8,Re-entrancy,code snippet injection
202,8,Re-entrancy,code snippet injection
195,5,Re-entrancy,code snippet injection
179,14,Re-entrancy,code snippet injection
120,8,Re-entrancy,code snippet injection
111,7,Re-entrancy,code snippet injection
101,8,Re-entrancy,code snippet injection
89,10,Re-entrancy,code snippet injection
