loc,length,bug type,approach
487,13,Re-entrancy,code snippet injection
222,20,Re-entrancy,code snippet injection
208,13,Re-entrancy,code snippet injection
61,12,Re-entrancy,code snippet injection
8,14,Re-entrancy,code snippet injection
632,16,Re-entrancy,code snippet injection
610,14,Re-entrancy,code snippet injection
586,16,Re-entrancy,code snippet injection
570,8,Re-entrancy,code snippet injection
533,27,Re-entrancy,code snippet injection
448,28,Re-entrancy,code snippet injection
432,12,Re-entrancy,code snippet injection
408,20,Re-entrancy,code snippet injection
336,8,Re-entrancy,code snippet injection
307,6,Re-entrancy,code snippet injection
262,8,Re-entrancy,code snippet injection
250,7,Re-entrancy,code snippet injection
193,8,Re-entrancy,code snippet injection
179,10,Re-entrancy,code snippet injection
167,8,Re-entrancy,code snippet injection
155,8,Re-entrancy,code snippet injection
144,5,Re-entrancy,code snippet injection
124,14,Re-entrancy,code snippet injection
110,8,Re-entrancy,code snippet injection
96,7,Re-entrancy,code snippet injection
82,8,Re-entrancy,code snippet injection
29,10,Re-entrancy,code snippet injection
379,8,Re-entrancy,code snippet injection
51,8,Re-entrancy,code snippet injection
45,5,Re-entrancy,code snippet injection
