loc,length,bug type,approach
196,13,Re-entrancy,code snippet injection
173,20,Re-entrancy,code snippet injection
157,13,Re-entrancy,code snippet injection
542,12,Re-entrancy,code snippet injection
519,14,Re-entrancy,code snippet injection
489,16,Re-entrancy,code snippet injection
459,14,Re-entrancy,code snippet injection
429,16,Re-entrancy,code snippet injection
407,8,Re-entrancy,code snippet injection
366,27,Re-entrancy,code snippet injection
324,28,Re-entrancy,code snippet injection
302,12,Re-entrancy,code snippet injection
272,20,Re-entrancy,code snippet injection
255,8,Re-entrancy,code snippet injection
242,6,Re-entrancy,code snippet injection
66,8,Re-entrancy,code snippet injection
147,7,Re-entrancy,code snippet injection
138,8,Re-entrancy,code snippet injection
125,10,Re-entrancy,code snippet injection
116,8,Re-entrancy,code snippet injection
106,8,Re-entrancy,code snippet injection
100,5,Re-entrancy,code snippet injection
85,14,Re-entrancy,code snippet injection
53,8,Re-entrancy,code snippet injection
