loc,length,bug type,approach
97,13,Re-entrancy,code snippet injection
75,20,Re-entrancy,code snippet injection
469,13,Re-entrancy,code snippet injection
452,12,Re-entrancy,code snippet injection
420,14,Re-entrancy,code snippet injection
385,16,Re-entrancy,code snippet injection
361,14,Re-entrancy,code snippet injection
340,16,Re-entrancy,code snippet injection
327,8,Re-entrancy,code snippet injection
291,27,Re-entrancy,code snippet injection
257,28,Re-entrancy,code snippet injection
239,12,Re-entrancy,code snippet injection
214,20,Re-entrancy,code snippet injection
201,8,Re-entrancy,code snippet injection
190,6,Re-entrancy,code snippet injection
175,8,Re-entrancy,code snippet injection
163,7,Re-entrancy,code snippet injection
148,8,Re-entrancy,code snippet injection
126,10,Re-entrancy,code snippet injection
65,8,Re-entrancy,code snippet injection
55,8,Re-entrancy,code snippet injection
42,5,Re-entrancy,code snippet injection
26,14,Re-entrancy,code snippet injection
16,8,Re-entrancy,code snippet injection
7,7,Re-entrancy,code snippet injection
