loc,length,bug type,approach
156,13,Re-entrancy,code snippet injection
127,20,Re-entrancy,code snippet injection
427,13,Re-entrancy,code snippet injection
412,12,Re-entrancy,code snippet injection
391,14,Re-entrancy,code snippet injection
366,16,Re-entrancy,code snippet injection
347,14,Re-entrancy,code snippet injection
326,16,Re-entrancy,code snippet injection
312,8,Re-entrancy,code snippet injection
280,27,Re-entrancy,code snippet injection
248,28,Re-entrancy,code snippet injection
231,12,Re-entrancy,code snippet injection
207,20,Re-entrancy,code snippet injection
195,8,Re-entrancy,code snippet injection
186,6,Re-entrancy,code snippet injection
174,8,Re-entrancy,code snippet injection
127,7,Re-entrancy,code snippet injection
111,8,Re-entrancy,code snippet injection
100,10,Re-entrancy,code snippet injection
91,8,Re-entrancy,code snippet injection
82,8,Re-entrancy,code snippet injection
76,5,Re-entrancy,code snippet injection
61,14,Re-entrancy,code snippet injection
