loc,length,bug type,approach
119,13,Re-entrancy,code snippet injection
98,20,Re-entrancy,code snippet injection
83,13,Re-entrancy,code snippet injection
70,12,Re-entrancy,code snippet injection
55,14,Re-entrancy,code snippet injection
38,16,Re-entrancy,code snippet injection
23,14,Re-entrancy,code snippet injection
6,16,Re-entrancy,code snippet injection
482,8,Re-entrancy,code snippet injection
451,27,Re-entrancy,code snippet injection
416,28,Re-entrancy,code snippet injection
400,12,Re-entrancy,code snippet injection
355,20,Re-entrancy,code snippet injection
338,8,Re-entrancy,code snippet injection
323,6,Re-entrancy,code snippet injection
309,8,Re-entrancy,code snippet injection
295,7,Re-entrancy,code snippet injection
281,8,Re-entrancy,code snippet injection
236,10,Re-entrancy,code snippet injection
227,8,Re-entrancy,code snippet injection
217,8,Re-entrancy,code snippet injection
211,5,Re-entrancy,code snippet injection
196,14,Re-entrancy,code snippet injection
186,8,Re-entrancy,code snippet injection
177,7,Re-entrancy,code snippet injection
167,8,Re-entrancy,code snippet injection
156,10,Re-entrancy,code snippet injection
147,8,Re-entrancy,code snippet injection
