loc,length,bug type,approach
361,13,Re-entrancy,code snippet injection
100,20,Re-entrancy,code snippet injection
432,13,Re-entrancy,code snippet injection
414,12,Re-entrancy,code snippet injection
380,14,Re-entrancy,code snippet injection
292,16,Re-entrancy,code snippet injection
247,14,Re-entrancy,code snippet injection
222,16,Re-entrancy,code snippet injection
206,8,Re-entrancy,code snippet injection
164,27,Re-entrancy,code snippet injection
129,28,Re-entrancy,code snippet injection
345,12,Re-entrancy,code snippet injection
324,20,Re-entrancy,code snippet injection
277,8,Re-entrancy,code snippet injection
92,6,Re-entrancy,code snippet injection
