loc,length,bug type,approach
666,13,Re-entrancy,code snippet injection
634,20,Re-entrancy,code snippet injection
614,13,Re-entrancy,code snippet injection
595,12,Re-entrancy,code snippet injection
574,14,Re-entrancy,code snippet injection
509,16,Re-entrancy,code snippet injection
486,14,Re-entrancy,code snippet injection
451,16,Re-entrancy,code snippet injection
430,8,Re-entrancy,code snippet injection
389,27,Re-entrancy,code snippet injection
347,28,Re-entrancy,code snippet injection
320,12,Re-entrancy,code snippet injection
286,20,Re-entrancy,code snippet injection
263,8,Re-entrancy,code snippet injection
242,6,Re-entrancy,code snippet injection
220,8,Re-entrancy,code snippet injection
199,7,Re-entrancy,code snippet injection
181,8,Re-entrancy,code snippet injection
161,10,Re-entrancy,code snippet injection
144,8,Re-entrancy,code snippet injection
557,8,Re-entrancy,code snippet injection
551,5,Re-entrancy,code snippet injection
536,14,Re-entrancy,code snippet injection
128,8,Re-entrancy,code snippet injection
119,7,Re-entrancy,code snippet injection
109,8,Re-entrancy,code snippet injection
