loc,length,bug type,approach
153,13,Re-entrancy,code snippet injection
100,20,Re-entrancy,code snippet injection
86,13,Re-entrancy,code snippet injection
532,12,Re-entrancy,code snippet injection
510,14,Re-entrancy,code snippet injection
486,16,Re-entrancy,code snippet injection
459,14,Re-entrancy,code snippet injection
434,16,Re-entrancy,code snippet injection
408,8,Re-entrancy,code snippet injection
366,27,Re-entrancy,code snippet injection
325,28,Re-entrancy,code snippet injection
305,12,Re-entrancy,code snippet injection
277,20,Re-entrancy,code snippet injection
200,8,Re-entrancy,code snippet injection
188,6,Re-entrancy,code snippet injection
171,8,Re-entrancy,code snippet injection
126,7,Re-entrancy,code snippet injection
77,8,Re-entrancy,code snippet injection
66,10,Re-entrancy,code snippet injection
57,8,Re-entrancy,code snippet injection
48,8,Re-entrancy,code snippet injection
42,5,Re-entrancy,code snippet injection
27,14,Re-entrancy,code snippet injection
254,8,Re-entrancy,code snippet injection
243,7,Re-entrancy,code snippet injection
234,8,Re-entrancy,code snippet injection
223,10,Re-entrancy,code snippet injection
214,8,Re-entrancy,code snippet injection
143,8,Re-entrancy,code snippet injection
137,5,Re-entrancy,code snippet injection
