loc,length,bug type,approach
141,1,Timestamp-Dependency,code snippet injection
137,1,Timestamp-Dependency,code snippet injection
133,1,Timestamp-Dependency,code snippet injection
151,1,Timestamp-Dependency,code snippet injection
81,1,Timestamp-Dependency,code snippet injection
362,3,Timestamp-Dependency,code snippet injection
349,4,Timestamp-Dependency,code snippet injection
330,5,Timestamp-Dependency,code snippet injection
305,9,Timestamp-Dependency,code snippet injection
288,3,Timestamp-Dependency,code snippet injection
270,4,Timestamp-Dependency,code snippet injection
251,5,Timestamp-Dependency,code snippet injection
228,9,Timestamp-Dependency,code snippet injection
215,3,Timestamp-Dependency,code snippet injection
201,4,Timestamp-Dependency,code snippet injection
187,5,Timestamp-Dependency,code snippet injection
176,4,Timestamp-Dependency,code snippet injection
67,9,Timestamp-Dependency,code snippet injection
127,3,Timestamp-Dependency,code snippet injection
122,4,Timestamp-Dependency,code snippet injection
114,5,Timestamp-Dependency,code snippet injection
104,9,Timestamp-Dependency,code snippet injection
99,3,Timestamp-Dependency,code snippet injection
94,4,Timestamp-Dependency,code snippet injection
88,5,Timestamp-Dependency,code snippet injection
53,9,Timestamp-Dependency,code snippet injection
