loc,length,bug type,approach
109,1,Timestamp-Dependency,code snippet injection
192,1,Timestamp-Dependency,code snippet injection
183,1,Timestamp-Dependency,code snippet injection
172,1,Timestamp-Dependency,code snippet injection
147,1,Timestamp-Dependency,code snippet injection
140,3,Timestamp-Dependency,code snippet injection
132,4,Timestamp-Dependency,code snippet injection
98,5,Timestamp-Dependency,code snippet injection
88,9,Timestamp-Dependency,code snippet injection
84,3,Timestamp-Dependency,code snippet injection
79,4,Timestamp-Dependency,code snippet injection
72,5,Timestamp-Dependency,code snippet injection
62,9,Timestamp-Dependency,code snippet injection
57,3,Timestamp-Dependency,code snippet injection
52,4,Timestamp-Dependency,code snippet injection
46,5,Timestamp-Dependency,code snippet injection
40,4,Timestamp-Dependency,code snippet injection
30,9,Timestamp-Dependency,code snippet injection
26,3,Timestamp-Dependency,code snippet injection
