loc,length,bug type,approach
66,1,Timestamp-Dependency,code snippet injection
175,1,Timestamp-Dependency,code snippet injection
473,1,Timestamp-Dependency,code snippet injection
468,1,Timestamp-Dependency,code snippet injection
462,1,Timestamp-Dependency,code snippet injection
446,3,Timestamp-Dependency,code snippet injection
295,4,Timestamp-Dependency,code snippet injection
278,5,Timestamp-Dependency,code snippet injection
251,9,Timestamp-Dependency,code snippet injection
226,3,Timestamp-Dependency,code snippet injection
211,4,Timestamp-Dependency,code snippet injection
199,5,Timestamp-Dependency,code snippet injection
182,9,Timestamp-Dependency,code snippet injection
126,3,Timestamp-Dependency,code snippet injection
26,4,Timestamp-Dependency,code snippet injection
20,5,Timestamp-Dependency,code snippet injection
15,4,Timestamp-Dependency,code snippet injection
5,9,Timestamp-Dependency,code snippet injection
166,3,Timestamp-Dependency,code snippet injection
160,4,Timestamp-Dependency,code snippet injection
153,5,Timestamp-Dependency,code snippet injection
142,9,Timestamp-Dependency,code snippet injection
137,3,Timestamp-Dependency,code snippet injection
131,4,Timestamp-Dependency,code snippet injection
92,5,Timestamp-Dependency,code snippet injection
81,9,Timestamp-Dependency,code snippet injection
76,3,Timestamp-Dependency,code snippet injection
69,5,Timestamp-Dependency,code snippet injection
