loc,length,bug type,approach
322,1,Timestamp-Dependency,code snippet injection
315,1,Timestamp-Dependency,code snippet injection
306,1,Timestamp-Dependency,code snippet injection
301,1,Timestamp-Dependency,code snippet injection
294,1,Timestamp-Dependency,code snippet injection
284,3,Timestamp-Dependency,code snippet injection
273,4,Timestamp-Dependency,code snippet injection
247,5,Timestamp-Dependency,code snippet injection
231,9,Timestamp-Dependency,code snippet injection
222,3,Timestamp-Dependency,code snippet injection
201,4,Timestamp-Dependency,code snippet injection
190,5,Timestamp-Dependency,code snippet injection
177,9,Timestamp-Dependency,code snippet injection
170,3,Timestamp-Dependency,code snippet injection
162,4,Timestamp-Dependency,code snippet injection
101,5,Timestamp-Dependency,code snippet injection
93,4,Timestamp-Dependency,code snippet injection
80,9,Timestamp-Dependency,code snippet injection
73,3,Timestamp-Dependency,code snippet injection
153,4,Timestamp-Dependency,code snippet injection
147,5,Timestamp-Dependency,code snippet injection
137,9,Timestamp-Dependency,code snippet injection
133,3,Timestamp-Dependency,code snippet injection
128,4,Timestamp-Dependency,code snippet injection
121,5,Timestamp-Dependency,code snippet injection
111,9,Timestamp-Dependency,code snippet injection
63,3,Timestamp-Dependency,code snippet injection
57,5,Timestamp-Dependency,code snippet injection
52,4,Timestamp-Dependency,code snippet injection
