loc,length,bug type,approach
150,1,Timestamp-Dependency,code snippet injection
107,1,Timestamp-Dependency,code snippet injection
105,1,Timestamp-Dependency,code snippet injection
165,1,Timestamp-Dependency,code snippet injection
388,1,Timestamp-Dependency,code snippet injection
377,3,Timestamp-Dependency,code snippet injection
365,4,Timestamp-Dependency,code snippet injection
347,5,Timestamp-Dependency,code snippet injection
329,9,Timestamp-Dependency,code snippet injection
308,3,Timestamp-Dependency,code snippet injection
289,4,Timestamp-Dependency,code snippet injection
271,5,Timestamp-Dependency,code snippet injection
254,9,Timestamp-Dependency,code snippet injection
243,3,Timestamp-Dependency,code snippet injection
181,4,Timestamp-Dependency,code snippet injection
170,5,Timestamp-Dependency,code snippet injection
156,4,Timestamp-Dependency,code snippet injection
119,9,Timestamp-Dependency,code snippet injection
101,3,Timestamp-Dependency,code snippet injection
96,4,Timestamp-Dependency,code snippet injection
90,5,Timestamp-Dependency,code snippet injection
80,9,Timestamp-Dependency,code snippet injection
76,3,Timestamp-Dependency,code snippet injection
71,4,Timestamp-Dependency,code snippet injection
57,5,Timestamp-Dependency,code snippet injection
44,9,Timestamp-Dependency,code snippet injection
37,3,Timestamp-Dependency,code snippet injection
28,5,Timestamp-Dependency,code snippet injection
225,4,Timestamp-Dependency,code snippet injection
219,5,Timestamp-Dependency,code snippet injection
208,9,Timestamp-Dependency,code snippet injection
204,3,Timestamp-Dependency,code snippet injection
199,4,Timestamp-Dependency,code snippet injection
193,5,Timestamp-Dependency,code snippet injection
139,9,Timestamp-Dependency,code snippet injection
135,3,Timestamp-Dependency,code snippet injection
