loc,length,bug type,approach
10,1,Timestamp-Dependency,code snippet injection
8,1,Timestamp-Dependency,code snippet injection
6,1,Timestamp-Dependency,code snippet injection
207,1,Timestamp-Dependency,code snippet injection
201,1,Timestamp-Dependency,code snippet injection
191,3,Timestamp-Dependency,code snippet injection
181,4,Timestamp-Dependency,code snippet injection
166,5,Timestamp-Dependency,code snippet injection
150,9,Timestamp-Dependency,code snippet injection
139,3,Timestamp-Dependency,code snippet injection
111,4,Timestamp-Dependency,code snippet injection
85,5,Timestamp-Dependency,code snippet injection
54,9,Timestamp-Dependency,code snippet injection
48,3,Timestamp-Dependency,code snippet injection
43,4,Timestamp-Dependency,code snippet injection
37,5,Timestamp-Dependency,code snippet injection
32,4,Timestamp-Dependency,code snippet injection
22,9,Timestamp-Dependency,code snippet injection
18,3,Timestamp-Dependency,code snippet injection
13,4,Timestamp-Dependency,code snippet injection
