loc,length,bug type,approach
10,1,Timestamp-Dependency,code snippet injection
8,1,Timestamp-Dependency,code snippet injection
6,1,Timestamp-Dependency,code snippet injection
217,1,Timestamp-Dependency,code snippet injection
211,1,Timestamp-Dependency,code snippet injection
201,3,Timestamp-Dependency,code snippet injection
191,4,Timestamp-Dependency,code snippet injection
176,5,Timestamp-Dependency,code snippet injection
163,9,Timestamp-Dependency,code snippet injection
153,3,Timestamp-Dependency,code snippet injection
141,4,Timestamp-Dependency,code snippet injection
112,5,Timestamp-Dependency,code snippet injection
82,9,Timestamp-Dependency,code snippet injection
57,3,Timestamp-Dependency,code snippet injection
50,4,Timestamp-Dependency,code snippet injection
44,5,Timestamp-Dependency,code snippet injection
38,4,Timestamp-Dependency,code snippet injection
28,9,Timestamp-Dependency,code snippet injection
24,3,Timestamp-Dependency,code snippet injection
19,4,Timestamp-Dependency,code snippet injection
13,5,Timestamp-Dependency,code snippet injection
