loc,length,bug type,approach
210,1,Timestamp-Dependency,code snippet injection
208,1,Timestamp-Dependency,code snippet injection
206,1,Timestamp-Dependency,code snippet injection
80,1,Timestamp-Dependency,code snippet injection
41,1,Timestamp-Dependency,code snippet injection
446,3,Timestamp-Dependency,code snippet injection
432,4,Timestamp-Dependency,code snippet injection
420,5,Timestamp-Dependency,code snippet injection
403,9,Timestamp-Dependency,code snippet injection
396,3,Timestamp-Dependency,code snippet injection
339,4,Timestamp-Dependency,code snippet injection
326,5,Timestamp-Dependency,code snippet injection
302,9,Timestamp-Dependency,code snippet injection
281,3,Timestamp-Dependency,code snippet injection
269,4,Timestamp-Dependency,code snippet injection
255,5,Timestamp-Dependency,code snippet injection
247,4,Timestamp-Dependency,code snippet injection
235,9,Timestamp-Dependency,code snippet injection
230,3,Timestamp-Dependency,code snippet injection
148,4,Timestamp-Dependency,code snippet injection
134,5,Timestamp-Dependency,code snippet injection
93,9,Timestamp-Dependency,code snippet injection
61,3,Timestamp-Dependency,code snippet injection
47,4,Timestamp-Dependency,code snippet injection
378,5,Timestamp-Dependency,code snippet injection
190,9,Timestamp-Dependency,code snippet injection
186,3,Timestamp-Dependency,code snippet injection
180,5,Timestamp-Dependency,code snippet injection
175,4,Timestamp-Dependency,code snippet injection
73,5,Timestamp-Dependency,code snippet injection
30,9,Timestamp-Dependency,code snippet injection
