loc,length,bug type,approach
60,1,Timestamp-Dependency,code snippet injection
56,1,Timestamp-Dependency,code snippet injection
52,1,Timestamp-Dependency,code snippet injection
224,1,Timestamp-Dependency,code snippet injection
205,1,Timestamp-Dependency,code snippet injection
187,3,Timestamp-Dependency,code snippet injection
164,4,Timestamp-Dependency,code snippet injection
144,5,Timestamp-Dependency,code snippet injection
119,9,Timestamp-Dependency,code snippet injection
103,3,Timestamp-Dependency,code snippet injection
78,4,Timestamp-Dependency,code snippet injection
44,5,Timestamp-Dependency,code snippet injection
34,9,Timestamp-Dependency,code snippet injection
28,3,Timestamp-Dependency,code snippet injection
22,4,Timestamp-Dependency,code snippet injection
16,5,Timestamp-Dependency,code snippet injection
11,4,Timestamp-Dependency,code snippet injection
