loc,length,bug type,approach
59,1,Timestamp-Dependency,code snippet injection
55,1,Timestamp-Dependency,code snippet injection
51,1,Timestamp-Dependency,code snippet injection
223,1,Timestamp-Dependency,code snippet injection
204,1,Timestamp-Dependency,code snippet injection
186,3,Timestamp-Dependency,code snippet injection
163,4,Timestamp-Dependency,code snippet injection
143,5,Timestamp-Dependency,code snippet injection
118,9,Timestamp-Dependency,code snippet injection
102,3,Timestamp-Dependency,code snippet injection
77,4,Timestamp-Dependency,code snippet injection
43,5,Timestamp-Dependency,code snippet injection
33,9,Timestamp-Dependency,code snippet injection
27,3,Timestamp-Dependency,code snippet injection
21,4,Timestamp-Dependency,code snippet injection
15,5,Timestamp-Dependency,code snippet injection
10,4,Timestamp-Dependency,code snippet injection
