loc,length,bug type,approach
287,1,Timestamp-Dependency,code snippet injection
285,1,Timestamp-Dependency,code snippet injection
417,1,Timestamp-Dependency,code snippet injection
411,1,Timestamp-Dependency,code snippet injection
404,1,Timestamp-Dependency,code snippet injection
392,3,Timestamp-Dependency,code snippet injection
383,4,Timestamp-Dependency,code snippet injection
349,5,Timestamp-Dependency,code snippet injection
326,9,Timestamp-Dependency,code snippet injection
316,3,Timestamp-Dependency,code snippet injection
307,4,Timestamp-Dependency,code snippet injection
297,5,Timestamp-Dependency,code snippet injection
195,9,Timestamp-Dependency,code snippet injection
182,3,Timestamp-Dependency,code snippet injection
174,4,Timestamp-Dependency,code snippet injection
165,5,Timestamp-Dependency,code snippet injection
147,4,Timestamp-Dependency,code snippet injection
127,9,Timestamp-Dependency,code snippet injection
119,3,Timestamp-Dependency,code snippet injection
44,4,Timestamp-Dependency,code snippet injection
38,5,Timestamp-Dependency,code snippet injection
28,9,Timestamp-Dependency,code snippet injection
22,3,Timestamp-Dependency,code snippet injection
17,4,Timestamp-Dependency,code snippet injection
11,5,Timestamp-Dependency,code snippet injection
269,9,Timestamp-Dependency,code snippet injection
263,3,Timestamp-Dependency,code snippet injection
257,5,Timestamp-Dependency,code snippet injection
249,4,Timestamp-Dependency,code snippet injection
242,5,Timestamp-Dependency,code snippet injection
231,9,Timestamp-Dependency,code snippet injection
225,3,Timestamp-Dependency,code snippet injection
218,4,Timestamp-Dependency,code snippet injection
208,5,Timestamp-Dependency,code snippet injection
96,9,Timestamp-Dependency,code snippet injection
91,3,Timestamp-Dependency,code snippet injection
85,4,Timestamp-Dependency,code snippet injection
79,5,Timestamp-Dependency,code snippet injection
68,9,Timestamp-Dependency,code snippet injection
58,9,Timestamp-Dependency,code snippet injection
54,3,Timestamp-Dependency,code snippet injection
