loc,length,bug type,approach
297,1,Timestamp-Dependency,code snippet injection
110,1,Timestamp-Dependency,code snippet injection
106,1,Timestamp-Dependency,code snippet injection
102,1,Timestamp-Dependency,code snippet injection
17,1,Timestamp-Dependency,code snippet injection
389,3,Timestamp-Dependency,code snippet injection
376,4,Timestamp-Dependency,code snippet injection
365,5,Timestamp-Dependency,code snippet injection
348,9,Timestamp-Dependency,code snippet injection
337,3,Timestamp-Dependency,code snippet injection
323,4,Timestamp-Dependency,code snippet injection
306,5,Timestamp-Dependency,code snippet injection
258,9,Timestamp-Dependency,code snippet injection
237,3,Timestamp-Dependency,code snippet injection
214,4,Timestamp-Dependency,code snippet injection
194,5,Timestamp-Dependency,code snippet injection
174,4,Timestamp-Dependency,code snippet injection
152,9,Timestamp-Dependency,code snippet injection
128,3,Timestamp-Dependency,code snippet injection
51,4,Timestamp-Dependency,code snippet injection
28,5,Timestamp-Dependency,code snippet injection
285,9,Timestamp-Dependency,code snippet injection
280,3,Timestamp-Dependency,code snippet injection
275,4,Timestamp-Dependency,code snippet injection
94,5,Timestamp-Dependency,code snippet injection
84,9,Timestamp-Dependency,code snippet injection
78,3,Timestamp-Dependency,code snippet injection
71,5,Timestamp-Dependency,code snippet injection
66,4,Timestamp-Dependency,code snippet injection
60,5,Timestamp-Dependency,code snippet injection
6,9,Timestamp-Dependency,code snippet injection
