loc,length,bug type,approach
485,1,Timestamp-Dependency,code snippet injection
471,1,Timestamp-Dependency,code snippet injection
463,1,Timestamp-Dependency,code snippet injection
455,1,Timestamp-Dependency,code snippet injection
447,1,Timestamp-Dependency,code snippet injection
404,3,Timestamp-Dependency,code snippet injection
391,4,Timestamp-Dependency,code snippet injection
367,5,Timestamp-Dependency,code snippet injection
345,9,Timestamp-Dependency,code snippet injection
328,3,Timestamp-Dependency,code snippet injection
310,4,Timestamp-Dependency,code snippet injection
290,5,Timestamp-Dependency,code snippet injection
267,9,Timestamp-Dependency,code snippet injection
249,3,Timestamp-Dependency,code snippet injection
230,4,Timestamp-Dependency,code snippet injection
211,5,Timestamp-Dependency,code snippet injection
193,4,Timestamp-Dependency,code snippet injection
174,9,Timestamp-Dependency,code snippet injection
161,3,Timestamp-Dependency,code snippet injection
148,4,Timestamp-Dependency,code snippet injection
435,5,Timestamp-Dependency,code snippet injection
425,9,Timestamp-Dependency,code snippet injection
421,3,Timestamp-Dependency,code snippet injection
136,4,Timestamp-Dependency,code snippet injection
129,5,Timestamp-Dependency,code snippet injection
118,9,Timestamp-Dependency,code snippet injection
