loc,length,bug type,approach
384,1,Timestamp-Dependency,code snippet injection
378,1,Timestamp-Dependency,code snippet injection
959,1,Timestamp-Dependency,code snippet injection
947,1,Timestamp-Dependency,code snippet injection
909,1,Timestamp-Dependency,code snippet injection
899,3,Timestamp-Dependency,code snippet injection
844,4,Timestamp-Dependency,code snippet injection
818,5,Timestamp-Dependency,code snippet injection
788,9,Timestamp-Dependency,code snippet injection
764,3,Timestamp-Dependency,code snippet injection
755,4,Timestamp-Dependency,code snippet injection
732,5,Timestamp-Dependency,code snippet injection
713,9,Timestamp-Dependency,code snippet injection
701,3,Timestamp-Dependency,code snippet injection
688,4,Timestamp-Dependency,code snippet injection
660,5,Timestamp-Dependency,code snippet injection
635,4,Timestamp-Dependency,code snippet injection
567,9,Timestamp-Dependency,code snippet injection
555,3,Timestamp-Dependency,code snippet injection
542,4,Timestamp-Dependency,code snippet injection
528,5,Timestamp-Dependency,code snippet injection
505,9,Timestamp-Dependency,code snippet injection
470,3,Timestamp-Dependency,code snippet injection
438,4,Timestamp-Dependency,code snippet injection
420,5,Timestamp-Dependency,code snippet injection
407,9,Timestamp-Dependency,code snippet injection
394,3,Timestamp-Dependency,code snippet injection
363,5,Timestamp-Dependency,code snippet injection
349,4,Timestamp-Dependency,code snippet injection
325,5,Timestamp-Dependency,code snippet injection
315,9,Timestamp-Dependency,code snippet injection
311,3,Timestamp-Dependency,code snippet injection
306,4,Timestamp-Dependency,code snippet injection
300,5,Timestamp-Dependency,code snippet injection
289,9,Timestamp-Dependency,code snippet injection
285,3,Timestamp-Dependency,code snippet injection
280,4,Timestamp-Dependency,code snippet injection
274,5,Timestamp-Dependency,code snippet injection
264,9,Timestamp-Dependency,code snippet injection
254,9,Timestamp-Dependency,code snippet injection
250,3,Timestamp-Dependency,code snippet injection
245,4,Timestamp-Dependency,code snippet injection
239,5,Timestamp-Dependency,code snippet injection
229,9,Timestamp-Dependency,code snippet injection
224,3,Timestamp-Dependency,code snippet injection
