loc,length,bug type,approach
235,1,Timestamp-Dependency,code snippet injection
233,1,Timestamp-Dependency,code snippet injection
231,1,Timestamp-Dependency,code snippet injection
40,1,Timestamp-Dependency,code snippet injection
38,1,Timestamp-Dependency,code snippet injection
34,3,Timestamp-Dependency,code snippet injection
29,4,Timestamp-Dependency,code snippet injection
302,5,Timestamp-Dependency,code snippet injection
283,9,Timestamp-Dependency,code snippet injection
266,3,Timestamp-Dependency,code snippet injection
252,4,Timestamp-Dependency,code snippet injection
242,5,Timestamp-Dependency,code snippet injection
207,9,Timestamp-Dependency,code snippet injection
198,3,Timestamp-Dependency,code snippet injection
188,4,Timestamp-Dependency,code snippet injection
176,5,Timestamp-Dependency,code snippet injection
165,4,Timestamp-Dependency,code snippet injection
151,9,Timestamp-Dependency,code snippet injection
143,3,Timestamp-Dependency,code snippet injection
134,4,Timestamp-Dependency,code snippet injection
124,5,Timestamp-Dependency,code snippet injection
110,9,Timestamp-Dependency,code snippet injection
102,3,Timestamp-Dependency,code snippet injection
75,4,Timestamp-Dependency,code snippet injection
65,5,Timestamp-Dependency,code snippet injection
51,9,Timestamp-Dependency,code snippet injection
226,3,Timestamp-Dependency,code snippet injection
220,5,Timestamp-Dependency,code snippet injection
23,4,Timestamp-Dependency,code snippet injection
17,5,Timestamp-Dependency,code snippet injection
7,9,Timestamp-Dependency,code snippet injection
