loc,length,bug type,approach
143,1,Timestamp-Dependency,code snippet injection
141,1,Timestamp-Dependency,code snippet injection
23,1,Timestamp-Dependency,code snippet injection
38,1,Timestamp-Dependency,code snippet injection
243,1,Timestamp-Dependency,code snippet injection
234,3,Timestamp-Dependency,code snippet injection
226,4,Timestamp-Dependency,code snippet injection
216,5,Timestamp-Dependency,code snippet injection
203,9,Timestamp-Dependency,code snippet injection
196,3,Timestamp-Dependency,code snippet injection
181,4,Timestamp-Dependency,code snippet injection
168,5,Timestamp-Dependency,code snippet injection
94,9,Timestamp-Dependency,code snippet injection
90,3,Timestamp-Dependency,code snippet injection
85,4,Timestamp-Dependency,code snippet injection
43,5,Timestamp-Dependency,code snippet injection
29,4,Timestamp-Dependency,code snippet injection
151,9,Timestamp-Dependency,code snippet injection
137,3,Timestamp-Dependency,code snippet injection
132,4,Timestamp-Dependency,code snippet injection
125,5,Timestamp-Dependency,code snippet injection
115,9,Timestamp-Dependency,code snippet injection
111,3,Timestamp-Dependency,code snippet injection
106,4,Timestamp-Dependency,code snippet injection
16,5,Timestamp-Dependency,code snippet injection
6,9,Timestamp-Dependency,code snippet injection
