loc,length,bug type,approach
73,1,Timestamp-Dependency,code snippet injection
71,1,Timestamp-Dependency,code snippet injection
69,1,Timestamp-Dependency,code snippet injection
67,1,Timestamp-Dependency,code snippet injection
65,1,Timestamp-Dependency,code snippet injection
61,3,Timestamp-Dependency,code snippet injection
56,4,Timestamp-Dependency,code snippet injection
276,5,Timestamp-Dependency,code snippet injection
260,9,Timestamp-Dependency,code snippet injection
252,3,Timestamp-Dependency,code snippet injection
243,4,Timestamp-Dependency,code snippet injection
233,5,Timestamp-Dependency,code snippet injection
213,9,Timestamp-Dependency,code snippet injection
176,3,Timestamp-Dependency,code snippet injection
132,4,Timestamp-Dependency,code snippet injection
111,5,Timestamp-Dependency,code snippet injection
94,4,Timestamp-Dependency,code snippet injection
80,9,Timestamp-Dependency,code snippet injection
50,3,Timestamp-Dependency,code snippet injection
36,4,Timestamp-Dependency,code snippet injection
11,5,Timestamp-Dependency,code snippet injection
