loc,length,bug type,approach
441,13,Re-entrancy,code snippet injection
415,20,Re-entrancy,code snippet injection
19,13,Re-entrancy,code snippet injection
843,12,Re-entrancy,code snippet injection
818,14,Re-entrancy,code snippet injection
781,16,Re-entrancy,code snippet injection
730,14,Re-entrancy,code snippet injection
695,16,Re-entrancy,code snippet injection
670,8,Re-entrancy,code snippet injection
625,27,Re-entrancy,code snippet injection
585,28,Re-entrancy,code snippet injection
565,12,Re-entrancy,code snippet injection
538,20,Re-entrancy,code snippet injection
517,8,Re-entrancy,code snippet injection
506,6,Re-entrancy,code snippet injection
491,8,Re-entrancy,code snippet injection
475,7,Re-entrancy,code snippet injection
395,8,Re-entrancy,code snippet injection
369,10,Re-entrancy,code snippet injection
353,8,Re-entrancy,code snippet injection
337,8,Re-entrancy,code snippet injection
302,5,Re-entrancy,code snippet injection
278,14,Re-entrancy,code snippet injection
53,8,Re-entrancy,code snippet injection
37,7,Re-entrancy,code snippet injection
254,8,Re-entrancy,code snippet injection
243,10,Re-entrancy,code snippet injection
234,8,Re-entrancy,code snippet injection
224,8,Re-entrancy,code snippet injection
218,5,Re-entrancy,code snippet injection
209,8,Re-entrancy,code snippet injection
199,7,Re-entrancy,code snippet injection
190,8,Re-entrancy,code snippet injection
172,16,Re-entrancy,code snippet injection
160,10,Re-entrancy,code snippet injection
9,8,Re-entrancy,code snippet injection
