loc,length,bug type,approach
186,13,Re-entrancy,code snippet injection
164,20,Re-entrancy,code snippet injection
149,13,Re-entrancy,code snippet injection
546,12,Re-entrancy,code snippet injection
528,14,Re-entrancy,code snippet injection
504,16,Re-entrancy,code snippet injection
482,14,Re-entrancy,code snippet injection
456,16,Re-entrancy,code snippet injection
440,8,Re-entrancy,code snippet injection
316,27,Re-entrancy,code snippet injection
279,28,Re-entrancy,code snippet injection
260,12,Re-entrancy,code snippet injection
233,20,Re-entrancy,code snippet injection
220,8,Re-entrancy,code snippet injection
207,6,Re-entrancy,code snippet injection
75,8,Re-entrancy,code snippet injection
59,7,Re-entrancy,code snippet injection
412,8,Re-entrancy,code snippet injection
393,10,Re-entrancy,code snippet injection
384,8,Re-entrancy,code snippet injection
374,8,Re-entrancy,code snippet injection
368,5,Re-entrancy,code snippet injection
353,14,Re-entrancy,code snippet injection
139,8,Re-entrancy,code snippet injection
131,7,Re-entrancy,code snippet injection
121,8,Re-entrancy,code snippet injection
110,10,Re-entrancy,code snippet injection
101,8,Re-entrancy,code snippet injection
92,8,Re-entrancy,code snippet injection
49,5,Re-entrancy,code snippet injection
