loc,length,bug type,approach
159,13,Re-entrancy,code snippet injection
94,20,Re-entrancy,code snippet injection
224,13,Re-entrancy,code snippet injection
198,12,Re-entrancy,code snippet injection
144,14,Re-entrancy,code snippet injection
120,16,Re-entrancy,code snippet injection
172,14,Re-entrancy,code snippet injection
75,16,Re-entrancy,code snippet injection
66,8,Re-entrancy,code snippet injection
38,27,Re-entrancy,code snippet injection
8,28,Re-entrancy,code snippet injection
