loc,length,bug type,approach
759,13,Re-entrancy,code snippet injection
733,20,Re-entrancy,code snippet injection
704,13,Re-entrancy,code snippet injection
684,12,Re-entrancy,code snippet injection
663,14,Re-entrancy,code snippet injection
601,16,Re-entrancy,code snippet injection
576,14,Re-entrancy,code snippet injection
539,16,Re-entrancy,code snippet injection
512,8,Re-entrancy,code snippet injection
468,27,Re-entrancy,code snippet injection
417,28,Re-entrancy,code snippet injection
386,12,Re-entrancy,code snippet injection
349,20,Re-entrancy,code snippet injection
323,8,Re-entrancy,code snippet injection
305,6,Re-entrancy,code snippet injection
290,8,Re-entrancy,code snippet injection
270,7,Re-entrancy,code snippet injection
255,8,Re-entrancy,code snippet injection
639,10,Re-entrancy,code snippet injection
630,8,Re-entrancy,code snippet injection
621,8,Re-entrancy,code snippet injection
242,5,Re-entrancy,code snippet injection
226,14,Re-entrancy,code snippet injection
216,8,Re-entrancy,code snippet injection
